clean_content,Aspek,Sentimen
selamat tinggal tokooedia saya uninstal dulu yah kalau gratis ongkir seperti dulu otomatis terpasang dan bisa pakai promo lainnya saya mungkin balik ke sini lagi sementara saya off di sini makasihh sudah menemani ku selama ini,Pelayanan,Positif
awalnya emng tidak suka belanja disini karna rada bingung liat fiturnya terlalu banyak wajar sih kalau gue rada pusing pas order karna tidak terbiasa pertama salah alamat gue cancel dan kedua salah produk gue cancel lagi eh yang ketiga malah dicancel tokopedia wkwk katanya indikasi fraud padahal jelas loh milih alasan pembatalannya tapi dikira fraud syedih akutuh beda banget sma si oren lebih mudah fiturnya,Kualitas,Positif
aku selalu dapat free ongkir hehehe jadi tidak pernah bayar ongkir karena belanjaku selalu diatas 100rb,Harga,Netral
gue pen login ke akun gue kagak bisa karna nomor sebelumnya sudah tidak aktif jadi tidak bisa verikasi kodenya sedangkan ingin ganti nomor hp ditolak karna masih ada transaksi yang belum selesai lalu bagaimana saya bisa login lagi kalau caranya begini tolong tokopedia dibantu agar saya bisa login saya ingin menyelesaikan transaksi saya,Pelayanan,Negatif
saya sudah lama menggunakan apk ni dan sekarang kupon cashback pembayaran hanya dipergunakan untuk pengguna baru member lama sudah limit,Kualitas,Negatif
awal ku kasi bintang 5 sekarang ku ganti jadi bintang 1 karena komplain lambat di tanggapi seperti pengiriman anteraja leletnya estimasi terlalu lama respon tokopedia care tidak memberikan ketenangan malah bikin emosi stop belanja di toko pedia,Pelayanan,Positif
aplikasi sampah makin kesini makin ngawur merekomendasikan ekspedisi yang busuk macam id ekspress sudah ketahuan ekspedisi itu tidak becus kirim paketan masih dipertahankan juga masih direkomendasikan terus mau sampai kapan itu ekspedisi busuk kayak begitu terus tanpa ada tindakan tegas dari tokopedia auto bongkar aplikasi tidak mau sudah pakai aplikasi ini lagi masih ada shopee yang punya ekspedisi sendiri biar mikir nih adminnya,Pelayanan,Positif
ada unsur pemaksaan harus download ni aplikasi saat saya browsing jangan maksa ya setiap saya mau browsing lagi maksa lagi suruh saya download,Kualitas,Netral
lebih bagus kalau ada penggabungan voucher sih jadi voucher diskon dan voucher ongkir bisa digabung biar lebih kerasa voucher nya,Harga,Positif
puas banget belanja di tokopedia saya sudah member gold ayo dong kasih promo lebih banyak lagi,Harga,Positif
program plus sialan barang bukannya cepet malah lama program ongkos gratis bikin kurir males saya 5 th pakai tokopedia dan selalu bagus pakai instan kurir langsung sampai ditawarin langganan plus tokopdia biar didahulukan sudah langganan mahal bukannya lebih cepet malah lama ongkos gratis hanya bisa dipakai samedays atau next day terpaksa pakai itu biar gratis karna sudah langganan tau2nya malah lama tidak sampai2 emang program sialan nipu2 mana langganan mahal minta cancel butuh investasi 3 hari,Pelayanan,Positif
lagi mengejar promo ulang tahun imdomie tapi sepertinya bohong hanya di suruh download aplikasi ini tapi tidak ada kejelasan lagi,Kualitas,Negatif
bagaimana ini saya merasa tertipu saya sudah pesan tapi di retur sepihak dan saya tidak bisa melakukan retur karena link tidak bisa di pilihh bagai mana ini uang sudah saya transfer tapi di retur sepihak dan tidak bisa kembali lagi uang saya karena tidak bisa ajukan komplain bisa dilaporkan ke pihak berwajib kah,Pelayanan,Negatif
tidak bisa gabung voucher gratis ongkir dengan voucher lainnya siap siap beralih ke merchant lain bye bye,Harga,Negatif
dari sekian banyak barang elektronik yang saya beli menggunakan proteksi elektronik hanya 1 yang rusak bukan dari kesengajaan tapi begitu pengajuan klaim pihak tokopedia mengulur2 waktu sampai berbulan2 dan melempar tanggungjawab ke pihak ke3 dan pihak ke3 pun sama mengulur2 waktu dan memberi alasan2 yang tidak jelas akhirnya tidak disetujui dengan berbagai alasan mohon di pikirkan kembali untuk customer kalau mau beli barang electronik di tokopedia utk menggunakan proteksi elektronik atau tidak,Pelayanan,Negatif
promo gratis ongkir tidak bisa digabung dengan kupon cashback harus memilih gratis ongkir atau kupon cashback makin kesini makin pelit kek sebelah haha,Harga,Negatif
aplikasinya menyebalkan katanya ada diskon token buat pembeli pertama tapi aku gagal terus dibilang menyalahi aturan dasar php,Kualitas,Negatif
tokopediaaa traktiran pengguna baru nya mantap banget tampilannya juga menarik tidak kaya dulu enaknya belanja di tokopedia ya banyak barang yang lebih murah dari toko sebelah hanya barang yang bisa bayar pakai cod cuman dikit dikit harga maksimal barang yang bisa pakai cod cuman 2 500 000 harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu jadinya tidak was was kalau belanja di tokopedia kupon gratis ongkir nya jarang didapat tambahlaa itu kupon kuponnya,Pelayanan,Positif
tokopedia tolong dong jangan kerja sama gopay cashbacknya tidak pernah masuk padahal udah pakai vocer cashback masih enakan pakai ovo cashbacknya nyata,Harga,Netral
banyak modus penipuan ini plgi aplikasi ini banyak yang menafaatkan ya allah laknat mereka yang suka menipu2 dengan aplikasi 2,Kualitas,Negatif
aplikasi goblokkk udah cekout dikensel dri tokopedia nya goblogg emangg jangan download nyesel sumpahhh aplikasi sampahh yahahahaaa ngundang bts percuma apknya sampahhh,Kualitas,Netral
mbak tolong kan ibu sudah 77 nggak tau dantidak mengerti untu transfer2maunya cod waktu ibu sudah pesan cod ada pesuruhh baru ibu sedang di bw anak suka keluarkota llupa sudah pppesan tidak inget tidak berpesan sama pesuruh itu 2 kali tidak mau terima cod bagimana sekarang tida bisa pesan lagi ibu gabia kalau tidak cod urusan nya gangerti mau pesan yang saset yg345 mbak bisa,Pelayanan,Negatif
belanja disini dijamin kalau ada komplain tidak akanndilayani dengan baik cs nya robot komplain dibalasnya via email itupun berminggu minggu menunggu nya jasa kirim seperti jne tidak bertanggung jawab barang lebih dari estimasi pihak tokopedia tidak ngasih solusi mending toko oren cs nya cekatan dan cod aman terkendali pengiriman cepat,Pelayanan,Positif
pembayaran saya tidak diproses smpe hari ini malah sudah di blang telah berhasil setelah saya melakukan protes kemudian merek mengakui mereka salah dan smpai sekrang belum ada tindak lanjutan dari pihak tokopedia,Kualitas,Negatif
udah dua kali dibuat kecewa beli di tokopedia nunggu diprosesnya makan waktu udah nunggu lama lama dibatalin otomatis terpaksa saya hapus aplikasinya,Kualitas,Positif
aplikasinya makin ribet penempatan menu menu nya malah makin pusing yang dulu enakkkk kenapa dirubah rubah makin rumitttt paraahhh,Kualitas,Netral
buat apa dibuat kupon promo kalau akhirnya tidak bisa dipake ternyata tokopedia lebih buruk daripada olshop sebelah yang beneran kasih promo untuk costumernya tidak pakai embel2 syarat yang tidak jelas maaf saya kritik seperti ini,Pelayanan,Negatif
nyesel dowloadnya mau ngambil sembako gratis ae di kasih waktu baru mau masukin nomor ovo waktu sudah habis tidak iklas kamu,Harga,Netral
barang udah tau habis malah dipajang terpaksa dibatalin dan pengembalian uangnya tidak bisa dipake malah jadi bangke 2 barang jadi gagal kluar buat admin doang duit saya sia2,Kualitas,Negatif
promonya banyak produk aman karena ada asuransinya keren pokonya selama ini belum ada kendala semoga makin mantul,Kualitas,Positif
saya uninstall karena veripikasi lama tidak jelas padahal sudah saya ikuti aturan semua yang ada tunggu masih dalam proses itu jawaban yang saya dapat sudah lebih dri 1x 24 jam,Kualitas,Negatif
penjual di toko anda bnyak tidak punya etika dan anda lebih mementing mreka ingat klw kesalah penjual jangan dibeban kpd pembeli penjual mngirim barang tidak sesuai deskripsi kenapa ongkir pengembalian dtnggung pembeli tekor 2 kali ongkir sudah beli bayar ongkir malah d kirim barang tidak sesuai giliran dikembalikan malah byar ongkir lagi kenapa yang beli jadi kyak orang bdoh dan 1di0t anda harus punya suspen yang tegas bagi toko yang mnjual barang tidak sesuai deskripsi bye bye tokopedia auto uninstall pindah ke shopee,Pelayanan,Positif
apk nya ngebingungin banget padahal beda orang beda alamat beda hp juga eh yang bisa hanya saya doang kaka saya yang alamat nya beda gabisa aneh banget nyesel banget,Kualitas,Negatif
lumayan sih tapi ada kendala kalau saya beli selalu 1 2 hari lebih lama dari yang di info kan jg kan saya pernah beli hoodi tapi kan ukuran saya m nya dewasa tapi saya beli lah yang l tapi malah ke kecilan tolong di perbaiki lagi ya atu yang jual nya tolong di chek lebih lanjut,Kualitas,Positif
baru kali ke 2 belanja online di toko pedia kalau dibandingkan dengan online shope sebelah harganya lebih murah ditoko pedia hanya aja mungkin karena jarang menggunakan jadi agak bingung dan diliat dari jasa kirimnya sampainya ngga lama pesan hari ini besok langsung kirim coba liat besok benar sampe ngga yaaa kalau benar pengiriman secepat itu bakal pindah ke lain hati niihhhh mantap di tokopedia iniii belanja bakal lebih mudah ngga perlu pergi ke toko langsung kliiikkk barang sampeeeee,Pelayanan,Positif
ini gimana pelanggan sudah menggunakan tapi pihak aplikasi tak bisa melindungin data pengguna saya mau tutup akun tapi malah nggak di sediakan blokir akun saya membuka web jugak eror aplikasinya jugak eror tolong pihak aplikasi lindungi data pengguna dengan baik ingat pengguna adalah sumber pendapatan anda,Kualitas,Positif
katanya hadiah pengguna baru giliran d pesen d batal kan sistem karna melanggar perasaan pesen sama kaya orang lain ko bisa melanggar aneh kalau tidak mau ngasih jngan d promosi kan,Harga,Netral
ulasan dan rating saya rubah sorry tokopedia sekarang kacau banget klaim ongkir aja uda sebulan tidak cair cair padahal udah lama banget pakai tokopedia sudah 5 tahun lebih menggunakan tokopedia malah vocher gratis ongkirnya diblokir dengn alesan ada pelanggaran tapi tidak dijelasin kenapa udah mah gopaylater di blokir pembayaran tepat waktu padahal tidak pernah telat makin lama mangkin tidak jelas aplikasinya,Pelayanan,Negatif
kembalian uang ku jangan jadi lintah darat y potong2 uang pengguna kalian kasi vc pas di belanjain malah di batalkan malah uang di potong2 tak jelas hati2 menggunakan tokopedia ini kalian akan di iming2 dengan vc trus mereka batalkan dan uang y masuk di potong dasar aplikasi tak guna,Pelayanan,Netral
tokopedia kenapa semakin kesini malah semakin mengecewakan lebih baik beli barang di tiktok shop yang ada gratis ongkir dan diskon langsung dengan harga yang sama yang di jual di apk tokopedia jadi kecewa dan sudah beralih ke apk tiktok shop untuk belanja online karna apk tokopedia sudah tidak recomen lagi yang harganya tidak jauh beda sama dan lebih baik beli di toko offline saja karna voucher cashback dan gratis ongkir tidak bisa di gabung jadi harga barangnya terbilang mahal karna ada biaya pelayanan juga,Pelayanan,Positif
maaf aku harus hapus kamu karena mp sebelah lebih murah dan lebih percaya aku maaf,Harga,Positif
mempermudah dalam mecari kebutuhan dan metode pembayaran yang pleksibel perbanyak lah promo menariknya,Harga,Positif
pembelian pertama malah dibatalin gajelas tapi disitunya gratis untuk pembelian pertama tapi dibatalin parah mending jangan downlaod,Harga,Negatif
pesenan pertma karna baru download tokopedia psen uda bayar tau2 di batalkan oleh sistem yang katanya tidak sesuai sma s k aneh sih baru pertma kali ngalamin belnja online kaya gini tlong di perbaiki kalau emg yang promo untuk pengguna baru merugikan mending d ilangi aja dripda php,Pelayanan,Positif
pesanan sudah dibayar tiba2 dibatalkan tanpa pemberitahuan dulu dan vouchernya hilang yang benar aja masak tidak boleh sama alamatnya antara satu akun dg akun yga lain trus bagaimana kalau sekeluarga punya akun tokopedia satu rumah hanya 1 orang saja yang boleh dapat diskon trus yang lain gimana kecewa donk tidak jelas banget pokony chat cs juga ribet amat,Pelayanan,Negatif
mahal ongkir untuk maxim harga helem 150 ongkir 350 cekik leher percuma ada promo nga ngaaruh,Harga,Netral
baru aja download ada potongan mau beli eh udah di co udah di bayar malah dibatalkan sistem gimana sih tapi kalau ngga pakai diskon bisa di beli trus gunanya diskon apa coba ribet amat sekarang ngga kaya dulu padahal dulu enak sekarang mah ribet di batalkan sistem mulu 4x pakai potongan trus gunanya potongan apa woyyy apasih gajelas,Harga,Netral
aplikasi langganan saya kalau belanja dari tahun 2017 sampe sekarang karna free ongkir dan barangnta original bukan barang kw,Kualitas,Netral
saya kemarin pukul 15 21 pesan dan sudh di bayar tapi di batalkan oleh tokopedia karena katanya mau menaikan reting tokoh tempat saya beli saya merasa di rugikan kalau kayak gini di batalkan sepihak padahal saya beli mau dapat pc bts untung saya ngincar itu pc kalau tidak tidak bakalan saya belanja di aplikasi ini kalau tau kayak gini pelayanan nya dari pembatalan itu saya juga hilang voucher diskon 30 ribu jadi uang saya tidak cukup untuk checkout ulang saya tunggu konfirmasi nya,Pelayanan,Netral
saya berikan bintang 1 dan saya mau bertanya ke tokopedia apakah tokopedia shop milik tokopedia atau bukan dikarena kan saya diundang untuk mengikuti misi ketika misi saya sudah kerjakan harus top up sebenar 550 000 dan ketika tidak melanjutkan misi top up sebesar 550 000 tidak bisa di tarik atau di refund ke rekening saya ini tindak penipuan kalau memang kita tidak bisa menyelesaikan misi tolong untuk dana sebelumnya bisa di refund sedangkan saat ini dana 550k saya tidak bisa saya ambil,Pelayanan,Positif
parah paling parah aplikasi yang kalau kasih promo tidak pernah benar invoice sebelum dan sesudah klik terima bisa beda komplain malah gue yang disalain aplikasi pelit promo gratis ongkir tidak bisa gabung promo kode voucer bisa dipake cashback tapi tidak masuk,Pelayanan,Negatif
min tolong berikan aturan satu barang satu harga kita maunya sekali klik ya itu barang yang mau di beli,Harga,Netral
paylater 1 bulan mantep tapi dg transaksi segitu mestinya hanya rp 200 rp300 saja biayanya seperti di sh pe plus biaya aplikasi seribu okelah di sh pe juga sama jangan sampe biaya paylater seribu rupiah kemahalan tolong diturunin,Kualitas,Netral
aplikasi ini sangat bagus memiliki kualitas terbaik sehingga wajar saja menjadi aplikasi no 1 di indonesia semoga ters berkembang dan semakin maju,Kualitas,Positif
kenapa kok tidak bisa di gunakan yah voucher free ongkir nya pas di pilih kok sering ada tulisan terjadi kesalahan terus ya,Harga,Netral
saya sangat terbantu dengan adanya aplikasi tokopedia terima kasih atas semuanya silahkan kunjungi toko kami kediri online shopping terima kasih atas perhatiannya mungkin sebaiknya jangan terlalu sering minta update aplikasi terima kasih,Pelayanan,Positif
aplikasi e commerce yang paling terpercaya sejauh ini belum ada keluhan soal yang berarti di aplikasi ini dari promo sampai pedagang semua bisa di percaya,Kualitas,Netral
kecewa dengan penjual yang mengirim tidak sesuai dengan pesanan dan dibela admin tokopedia dan lari dari tanggung jawab sangat kecewa dengan pelayanan penjual maupaun tokopedia dan lgsg hapus aplikasi karena sangat kecewa,Pelayanan,Negatif
masa alamat tidak diketemukan uang sudah terbayar kan kalau tidak bsa cari lokasi online map kan ada no telpon alamat yang tertera tidak kayak online shop aplikasi lain,Kualitas,Negatif
app tolol padahal gue pengguna baru belom pernah beli mau pakai diskon ko ada tulisan harus pengguna baru kan gue pengguna baru tolol app tolol,Harga,Netral
